,bathroom,bedroom,city,facts,is_for_sale,latitude,list_price,longitude,property_type,size,sold_price,state,street_address,zipcode,zpid
0,3.0,3.0,Gilroy,"['Baths: 2 full, 1 half', 'Condo', 'Built in 1985', '202 days on Zillow', 'Views since listing: 11,063', 'All time views: 24,758', '87 shoppers saved this home', 'HOA Fee: $282/mo', 'Cooling: None', 'Heating: Forced air', 'Parking: Garage - Attached, 444 sqft garage', 'Last sold: Jun 2016 for $499,000', 'Price/sqft: $307', 'Attic', 'Barbecue', 'Cable Ready', 'Ceiling Fan', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Carpet, Tile', 'Garden', 'Patio', 'Pool', 'Sprinkler System', 'Transportation', 'View: Mountain']",True,36.998567,509995.0,-121.575728,Condo,1663,,CA,725 Williamsburg Way,95020,19858497
0,2.0,4.0,Gilroy,[],False,37.016655,,-121.585134,Single Family,1463,569000.0,CA,760 Welburn Ave,95020,19855131
0,3.1,5.0,Gilroy,[],False,37.005616,,-121.613234,Single Family,3900,1165000.0,CA,2425 Muirfield Way,95020,50895017
0,4.0,4.0,Gilroy,"['Baths: 3 full, 1 half', 'Single Family', 'All time views: 218', 'Last sold: Jun 2016 for $939,934', 'Last sale price/sqft: $285']",False,37.038492,,-121.60382,Single Family,3302,939934.0,CA,902 Lynx Place,95020,2098220871
0,4.0,4.0,Gilroy,"['Single Family', 'All time views: 47', 'Last sold: Jun 2016 for $833,000', 'Last sale price/sqft: $313']",False,37.037694,,-121.603663,Single Family,2662,833000.0,CA,903 Lynx,95020,2096578280
0,3.0,4.0,Gilroy,[],False,37.028195,,-121.611164,Single Family,3446,1012000.0,CA,1561 Longmeadow Ct,95020,124743576
0,2.0,4.0,Gilroy,"['Lot: 4,965 sqft', 'Single Family', 'Built in 1979', 'All time views: 3,574', 'Last sold: Jun 2016 for $522,000', 'Last sale price/sqft: $416', 'Parking: 475 sqft garage']",False,37.017726,,-121.569691,Single Family,1256,522000.0,CA,8180 Forest St,95020,19864299
0,2.5,4.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 4,791 sqft', 'Single Family', 'Built in 1996', 'All time views: 4,032', 'Last sold: Jun 2016 for $615,804', 'Last sale price/sqft: $334', 'Parking: 503 sqft garage']",False,36.987687,,-121.573857,Single Family,1845,615804.0,CA,710 Babbs Creek Dr,95020,19859803
0,3.0,3.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 3,001 sqft', 'Single Family', 'Built in 2006', 'All time views: 1,455', 'Last sold: Jun 2016 for $557,000', 'Last sale price/sqft: $372', 'Garden', 'Parking: 459 sqft garage', 'Pool']",False,37.012533,,-121.586194,Single Family,1497,557000.0,CA,7966 Kipling Cir,95020,69299938
0,2.5,4.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 7,056 sqft', 'Single Family', 'Built in 1977', 'All time views: 1,433', 'Last sold: Jun 2016 for $640,000', 'Last sale price/sqft: $219', 'Fireplace', 'Parking: 462 sqft garage']",False,36.997798,,-121.577705,Single Family,2918,640000.0,CA,7050 Valley Forge Dr,95020,19857890
0,2.0,3.0,Gilroy,"['Lot: 6,977 sqft', 'Single Family', 'Built in 1944', 'All time views: 507', 'Last sold: Jun 2016 for $690,000', 'Last sale price/sqft: $635', 'Fireplace', 'Parking: 240 sqft garage']",False,37.005975,,-121.574762,Single Family,1087,690000.0,CA,7450 Dowdy St,95020,19857091
0,2.0,3.0,Gilroy,[],False,37.054445,,-121.584293,Single Family,1572,787000.0,CA,10740 6th St,95020,19862831
0,2.0,3.0,Gilroy,[],False,37.021733,,-121.588572,Single Family,1649,582000.0,CA,786 Maria Way,95020,19854894
0,2.5,4.0,Gilroy,"['Lot: 8,712 sqft', 'Single Family', 'Built in 1978', 'All time views: 4,266', 'Cooling: Central', 'Heating: Forced air', 'Last sold: Jun 2016 for $714,500', 'Last sale price/sqft: $313', 'Fireplace', 'Parking: Garage - Attached, 2 spaces, 506 sqft garage']",False,36.979202,,-121.572808,Single Family,2282,714500.0,CA,5565 Karen Ct,95020,19860111
0,0,0.39,Gilroy,[],False,37.022514,299000.0,-121.613929,,0,,CA,1950 Lavender Way,95020,2099091665
0,2.0,4.0,Gilroy,[],False,37.030164,,-121.604586,Single Family,1516,655000.0,CA,1246 Hogan Way,95020,19853198
0,4.0,4.0,Gilroy,"['Lot: 6,882 sqft', 'Single Family', 'Built in 1993', 'All time views: 6,640', 'Cooling: Central', 'Heating: Forced air', 'Last sold: Jun 2016 for $758,000', 'Last sale price/sqft: $345', 'Barbecue', 'Cable Ready', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Laminate, Tile', 'Garden', 'Lawn', 'Parking: Garage - Attached, 3 spaces, 696 sqft garage', 'Patio', 'Porch', 'Sprinkler System', 'Vaulted Ceiling', 'View: Mountain']",False,37.02995,,-121.603239,Single Family,2197,758000.0,CA,9422 Saddler Dr,95020,19853203
0,3.0,4.0,Gilroy,[],False,37.015344,,-121.55075,Single Family,2938,801500.0,CA,6381 Greenfield Drive,95020,2098353835
0,2.0,3.0,Gilroy,"['Lot: 6,490 sqft', 'Single Family', 'Built in 1970', 'All time views: 2,919', 'Last sold: Jun 2016 for $537,000', 'Last sale price/sqft: $429', 'Parking: Garage - Attached, 468 sqft garage', 'RV Parking']",False,37.017569,,-121.599618,Single Family,1252,537000.0,CA,8490 Delta Dr,95020,63066876
0,3.5,3.0,Gilroy,"['Lot: 3,615 sqft', 'Single Family', 'Built in 1997', 'All time views: 3,195', 'Cooling: Central', 'Last sold: Jun 2016 for $586,000', 'Last sale price/sqft: $369', 'Flooring: Hardwood', 'Garden', 'Parking: 431 sqft garage']",False,37.024082,,-121.581949,Single Family,1589,586000.0,CA,8750 Floral St,95020,19856233
0,4.0,5.0,Gilroy,"['Lot: 6,534 sqft', 'Single Family', 'Built in 2005', 'All time views: 6,514', 'Cooling: Central', 'Heating: Forced air, Other', 'Last sold: Jun 2016 for $769,000', 'Last sale price/sqft: $258', 'Attic', 'Barbecue', 'Cable Ready', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Carpet, Hardwood, Tile', 'Garden', 'Intercom', 'Jetted Tub', 'Lawn', 'Parking: Garage - Attached, On street, 438 sqft garage', 'Patio', 'Pond', 'Security System', 'Sprinkler System', 'Transportation', 'Vaulted Ceiling', 'View: Mountain, Park', 'Wired']",False,37.018767,,-121.590648,Single Family,2976,769000.0,CA,8546 Magnolia Way,95020,63067010
0,3.0,3.0,Gilroy,"['Lot: 6,534 sqft', 'Single Family', 'Built in 2006', 'All time views: 1,644', 'Heating: Forced air', 'Last sold: Jun 2016 for $759,000', 'Last sale price/sqft: $349', 'Garden', 'Parking: Garage - Attached, 1010 sqft garage']",False,37.033784,,-121.606223,Single Family,2173,759000.0,CA,9731 Hopi Ln,95020,64464498
0,3.0,4.0,Gilroy,[],False,36.993716,,-121.567372,Single Family,2085,663000.0,CA,355 Victoria Dr,95020,65235491
0,1.1,3.0,Gilroy,"['Baths: 1 full, 1 half', 'Lot: 6,072 sqft', 'Single Family', 'Built in 1964', 'All time views: 2,558', 'Last sold: Jun 2016 for $447,500', 'Last sale price/sqft: $404', 'Parking: 428 sqft garage']",False,36.996592,,-121.566596,Single Family,1108,447500.0,CA,6761 Garden Ct,95020,19857782
0,0,0,Gilroy,"['Single Family', 'All time views: 74', 'Last sold: May 2016 for $628,000']",False,,,,Single Family,0,628000.0,CA,101 Lusitano Way,95020,124744015
0,5.0,5.0,Gilroy,[],False,37.067633,,-121.544076,Single Family,7692,1550000.0,CA,2540 Bridle Path Dr,95020,19863035
0,3.0,4.0,Gilroy,"['Lot: 6,621 sqft', 'Single Family', 'Built in 2011', 'All time views: 3,014', 'HOA Fee: $150/mo', 'Heating: Forced air', 'Last sold: May 2016 for $929,000', 'Last sale price/sqft: $291', 'Flooring: Laminate, Tile', 'Parking: 678 sqft garage']",False,37.006482,,-121.620878,Single Family,3191,929000.0,CA,7662 Braid Ct,95020,116156177
0,4.0,6.0,Gilroy,"['Lot: 6,969 sqft', 'Single Family', 'Built in 2000', 'All time views: 2,117', 'HOA Fee: $150/mo', 'Heating: Forced air', 'Last sold: May 2016 for $1,140,000', 'Last sale price/sqft: $309', 'Barbecue', 'Fenced Yard', 'Garden', 'Lawn', 'Parking: 850 sqft garage', 'Patio', 'Sprinkler System']",False,37.005827,,-121.611039,Single Family,3693,1140000.0,CA,2340 Club Dr,95020,51076360
0,3.0,4.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 5,386 sqft', 'Single Family', 'Built in 1996', 'All time views: 3,971', 'Last sold: May 2016 for $660,000', 'Last sale price/sqft: $358', 'Parking: 503 sqft garage']",False,36.987418,,-121.57481,Single Family,1845,660000.0,CA,761 Vinca Ct,95020,19859826
0,3.0,5.0,Gilroy,[],False,37.004717,,-121.554779,Single Family,1477,534000.0,CA,725 Renz Ln,95020,19863981
0,2.0,3.0,Gilroy,"['Lot: 1,306 sqft', 'Single Family', 'Built in 2003', 'All time views: 11,480', 'HOA Fee: $215/mo', 'Last sold: May 2016 for $400,000', 'Last sale price/sqft: $309', 'Garden', 'Parking: 240 sqft garage', 'Pool', 'Sauna', 'Security System', 'Skylight', 'Waterfront']",False,37.010686,,-121.60104,Single Family,1293,400000.0,CA,1545 Bianca Way,95020,61324044
0,2.5,4.0,Gilroy,"['Lot: 4,835 sqft', 'Single Family', 'Built in 2003', 'All time views: 5,788', 'Cooling: Central, Other', 'Heating: Forced air', 'Last sold: May 2016 for $575,000', 'Last sale price/sqft: $313', 'Ceiling Fan', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Hardwood, Tile', 'Lawn', 'Parking: Garage - Attached', 'Patio', 'Pool', 'Vaulted Ceiling']",False,37.011063,,-121.563311,Single Family,1838,575000.0,CA,541 Hoover Ct,95020,61324117
0,3.5,4.0,Gilroy,"['Lot: 6,220 sqft', 'Single Family', 'Built in 2007', 'All time views: 2,403', 'Heating: Forced air', 'Last sold: May 2016 for $820,000', 'Last sale price/sqft: $255', 'Parking: 487 sqft garage']",False,36.980929,,-121.575587,Single Family,3221,820000.0,CA,5802 Cajon Way,95020,89475304
0,5.0,5.0,Gilroy,"['Lot: 14.11 acres', 'Single Family', 'Built in 1975', 'All time views: 9,547', 'Cooling: Central', 'Last sold: May 2016 for $1,825,000', 'Last sale price/sqft: $309', 'Fireplace', 'Flooring: Carpet, Hardwood, Tile', 'Garden', 'Parking: Garage - Attached, 1972 sqft garage', 'Pool', 'View: Mountain']",False,37.041215,,-121.713815,Single Family,5912,1825000.0,CA,6915 Redwood Retreat Rd,95020,19847055
0,2.0,4.0,Gilroy,"['Lot: 6,969 sqft', 'Single Family', 'Built in 1983', 'All time views: 1,488', 'Cooling: Central', 'Last sold: May 2016 for $510,000', 'Last sale price/sqft: $441', 'Fenced Yard', 'Fireplace', 'Parking: 447 sqft garage']",False,37.029958,,-121.580703,Single Family,1157,510000.0,CA,9104 Connell Ct,95020,19855907
0,2.5,3.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 3,005 sqft', 'Single Family', 'Built in 2005', 'All time views: 4,804', 'HOA Fee: $188/mo', 'Cooling: Central', 'Heating: Forced air', 'Last sold: May 2016 for $554,000', 'Last sale price/sqft: $370', 'Flooring: Carpet, Hardwood, Tile', 'Parking: 459 sqft garage', 'Pool']",False,37.011163,,-121.585466,Single Family,1497,554000.0,CA,7855 Dickens Way,95020,69300029
0,3.0,3.0,Gilroy,"['Lot: 1.04 acres', 'Single Family', 'Built in 1999', 'All time views: 5,343', 'HOA Fee: $19/mo', 'Last sold: May 2016 for $1,371,000', 'Last sale price/sqft: $391', 'Parking: 722 sqft garage', 'Pool']",False,37.018519,,-121.612595,Single Family,3509,1371000.0,CA,2040 Rockrose Ct,95020,19853441
0,3.0,5.0,Gilroy,"['Lot: 6,969 sqft', 'Single Family', 'Built in 1978', 'All time views: 7,193', 'Last sold: May 2016 for $685,000', 'Last sale price/sqft: $264', 'Barbecue', 'Cable Ready', 'Fenced Yard', 'Fireplace', 'Flooring: Carpet, Tile, Other', 'Lawn', 'Parking: Garage - Attached, Off street, On street, 3 spaces, 560 sqft garage', 'Patio', 'RV Parking', 'View: City']",False,36.998206,,-121.579256,Single Family,2590,685000.0,CA,850 Dearborn Pl,95020,19857946
0,2.5,4.0,Gilroy,"['Lot: 6,967 sqft', 'Single Family', 'Built in 1977', 'All time views: 2,293', 'Cooling: Central', 'Last sold: May 2016 for $550,000', 'Last sale price/sqft: $267', 'Cable Ready', 'Ceiling Fan', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Hardwood, Tile', 'Lawn', 'Parking: Garage - Attached, Off street, 504 sqft garage', 'Storage', 'Wired']",False,36.998874,,-121.575564,Single Family,2059,550000.0,CA,716 W 9th St,95020,19857903
0,2.5,4.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 5,227 sqft', 'Single Family', 'Built in 1994', 'All time views: 2,780', 'Last sold: May 2016 for $662,000', 'Last sale price/sqft: $382', 'Parking: 420 sqft garage']",False,37.0266,,-121.604182,Single Family,1735,662000.0,CA,1294 Pheasant Dr,95020,19853714
0,3.0,5.0,Gilroy,"['Lot: 0.28 acres', 'Single Family', 'Built in 1997', 'All time views: 2,919', 'Last sold: May 2016 for $789,000', 'Last sale price/sqft: $261', 'Lawn', 'Parking: Garage - Attached, 656 sqft garage', 'Pool']",False,36.98996,,-121.576049,Single Family,3028,789000.0,CA,6391 Snowberry Ct,95020,19859955
0,2.5,3.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 2,831 sqft', 'Single Family', 'Built in 2015', 'All time views: 2,268', 'HOA Fee: $145/mo', 'Last sold: May 2016 for $597,000', 'Last sale price/sqft: $356']",False,37.0054,,-121.4873,Single Family,1679,597000.0,CA,11 Takko Machi Ln,95020,2099869235
0,2.0,3.0,Gilroy,[],False,37.072628,,-121.564033,Single Family,1533,785000.0,CA,2015 Trumar Ln # B,95020,2102950043
0,2.5,2.0,Gilroy,"['Condo', 'Built in 1994', 'All time views: 236', 'Parking: 260 sqft garage', 'Last sold: May 2016 for $132,000', 'Last sale price/sqft: $105']",False,37.021192,,-121.585294,Condo,1255,132000.0,CA,8550 Wren Ave # D-3,95020,19854615
0,4.0,4.0,Gilroy,"['Lot: 6,922 sqft', 'Single Family', 'Built in 2003', 'All time views: 2,366', 'Last sold: May 2016 for $765,000', 'Last sale price/sqft: $271', 'Garden', 'Parking: Garage - Attached, 627 sqft garage']",False,36.990002,,-121.578722,Single Family,2819,765000.0,CA,966 Alta Oak Way,95020,59684291
0,4.0,4.0,Gilroy,"['Lot: 6.2 acres', 'Single Family', 'Built in 1992', 'All time views: 8,166', 'Heating: Forced air', 'Last sold: May 2016 for $1,636,500', 'Last sale price/sqft: $378', 'Garden', 'Parking: Garage - Attached, 1480 sqft garage']",False,37.040795,,-121.574263,Single Family,4326,1636500.0,CA,9790 N Name Uno,95020,19863428
0,2.5,4.0,Gilroy,"['Lot: 7,582 sqft', 'Single Family', 'Built in 1983', 'All time views: 209', 'Last sold: May 2016 for $675,000', 'Last sale price/sqft: $393', 'Fireplace', 'Parking: 496 sqft garage', 'Pool']",False,37.003279,,-121.5877,Single Family,1717,675000.0,CA,7385 Thayer Ct,95020,19859629
0,2.0,3.0,Gilroy,"['Lot: 4,704 sqft', 'Single Family', 'Built in 1979', 'All time views: 3,150', 'Last sold: May 2016 for $526,000', 'Last sale price/sqft: $414', 'Attic', 'Cable Ready', 'Fenced Yard', 'Fireplace', 'Flooring: Hardwood, Tile', 'Garden', 'Lawn', 'Parking: Carport, Garage - Attached, 416 sqft garage', 'Patio', 'Porch', 'Sprinkler System', 'View: Mountain']",False,37.024953,,-121.583835,Single Family,1269,526000.0,CA,370 Ronan Ave,95020,19856208
0,3.0,5.0,Gilroy,"['Lot: 7,405 sqft', 'Single Family', 'Built in 2002', 'All time views: 4,441', 'Heating: Forced air', 'Last sold: May 2016 for $763,000', 'Last sale price/sqft: $247', 'Parking: 609 sqft garage']",False,37.03283,,-121.601899,Single Family,3093,763000.0,CA,9691 Ohlone Way,95020,51076014
0,2.0,3.0,Gilroy,"['Lot: 3,310 sqft', 'Single Family', 'Built in 1996', 'All time views: 2,920', 'HOA Fee: $100/mo', 'Cooling: Other', 'Heating: Forced air', 'Last sold: May 2016 for $581,000', 'Last sale price/sqft: $356', 'Parking: 438 sqft garage']",False,37.024673,,-121.585814,Single Family,1634,581000.0,CA,641 Eden St,95020,19854354
0,2.0,3.0,Gilroy,"['Lot: 5,226 sqft', 'Single Family', 'Built in 1996', 'All time views: 1,868', 'Last sold: May 2016 for $640,000', 'Last sale price/sqft: $412', 'Parking: 424 sqft garage', 'Vaulted Ceiling']",False,36.985423,,-121.575456,Single Family,1552,640000.0,CA,813 Alder St,95020,19859852
0,3.0,4.0,Gilroy,"['Lot: 6,728 sqft', 'Single Family', 'Built in 2007', 'All time views: 2,451', 'Cooling: Central', 'Heating: Forced air', 'Last sold: May 2016 for $755,000', 'Last sale price/sqft: $287', 'Attic', 'Barbecue', 'Cable Ready', 'Ceiling Fan', 'Disability Access', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Carpet, Tile', 'Jetted Tub', 'Lawn', 'Parking: Garage - Attached, Off street, 3 spaces, 680 sqft garage', 'Patio', 'Porch', 'Security System', 'Sprinkler System', 'Transportation', 'Vaulted Ceiling', 'View: Mountain', 'Wired']",False,36.984039,,-121.573873,Single Family,2635,755000.0,CA,717 Gage Ct,95020,89474902
0,2.1,4.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 7,148 sqft', 'Single Family', 'Built in 1978', 'All time views: 1,685', 'Last sold: May 2016 for $636,500', 'Last sale price/sqft: $371', 'Fireplace', 'Garden', 'Parking: Garage - Attached, 493 sqft garage']",False,37.003822,,-121.583185,Single Family,1717,636500.0,CA,7431 Filice Dr,95020,19859534
0,3.0,4.0,Gilroy,"['Lot: 1 acre', 'Single Family', 'Built in 1988', 'All time views: 2,385', 'Last sold: May 2016 for $998,500', 'Last sale price/sqft: $349', 'Flooring: Hardwood, Tile', 'Parking: 816 sqft garage']",False,37.036528,,-121.518884,Single Family,2864,998500.0,CA,3322 Leavesley Rd,95020,19864220
0,1.0,2.0,Gilroy,"['Condo', 'Built in 1985', 'All time views: 3,497', 'Parking: 242 sqft garage', 'Last sold: May 2016 for $340,100', 'Last sale price/sqft: $354']",False,37.013863,,-121.600206,Condo,961,340100.0,CA,1555 Hecker Pass Rd APT F101,95020,19852668
0,3.0,4.0,Gilroy,"['Lot: 0.32 acres', 'Single Family', 'Built in 1982', 'All time views: 2,932', 'Last sold: May 2016 for $785,000', 'Last sale price/sqft: $339', 'Attic', 'Barbecue', 'Basketball Court', 'Cable Ready', 'Ceiling Fan', 'Deck', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Carpet, Hardwood, Tile', 'Lawn', 'Parking: Garage - Attached, 480 sqft garage', 'Patio', 'Security System', 'Skylight', 'Sprinkler System', 'Vaulted Ceiling', 'View: City, Mountain', 'Wet Bar']",False,37.01837,,-121.605349,Single Family,2318,785000.0,CA,1530 Welburn Ave,95020,19852543
0,2.0,3.0,Gilroy,"['Lot: 7,000 sqft', 'Single Family', 'Built in 1934', 'All time views: 371', 'Last sold: May 2016 for $641,000', 'Last sale price/sqft: $335', 'Fireplace', 'Parking: 216 sqft garage']",False,37.008823,,-121.577418,Single Family,1912,641000.0,CA,7650 Carmel St,95020,19856601
0,2.0,3.0,Gilroy,"['Lot: 7,513 sqft', 'Single Family', 'Built in 1959', 'All time views: 6,054', 'Heating: Wall', 'Last sold: May 2016 for $510,000', 'Last sale price/sqft: $490', 'Cable Ready', 'Ceiling Fan', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Laminate', 'Garden', 'Lawn', 'Parking: Garage - Attached, Off street, 322 sqft garage', 'Patio', 'Transportation', 'View: City']",False,37.000315,,-121.568903,Single Family,1040,510000.0,CA,7051 Church St,95020,19856791
0,3.0,4.0,Gilroy,"['Lot: 9,016 sqft', 'Single Family', 'Built in 1981', 'All time views: 1,353', 'Last sold: May 2016 for $729,888', 'Last sale price/sqft: $300', 'Fireplace', 'Garden', 'Parking: 466 sqft garage']",False,36.994796,,-121.571469,Single Family,2430,729888.0,CA,6745 Stephan Ct,95020,19858221
0,4.5,5.0,Gilroy,"['Baths: 4 full, 1 half', 'Lot: 0.33 acres', 'Single Family', 'Built in 2001', 'All time views: 2,103', 'Last sold: May 2016 for $1,100,000', 'Last sale price/sqft: $275', 'Parking: 789 sqft garage', 'Pool', 'Vaulted Ceiling']",False,36.997505,,-121.601863,Single Family,3996,1100000.0,CA,7109 Lahinch Dr,95020,59684381
0,3.0,3.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 3,484 sqft', 'Single Family', 'Built in 1996', 'All time views: 11,149', 'HOA Fee: $100/mo', 'Cooling: Central', 'Heating: Forced air', 'Last sold: May 2016 for $575,500', 'Last sale price/sqft: $352', 'Attic', 'Cable Ready', 'Ceiling Fan', 'Double Pane/Storm Windows', 'Fenced Yard', 'Fireplace', 'Flooring: Carpet, Laminate, Tile', 'Garden', 'Lawn', 'Parking: Garage - Attached, 438 sqft garage', 'Patio', 'Sprinkler System', 'Storage', 'Vaulted Ceiling', 'View: Park']",False,37.023609,,-121.584899,Single Family,1634,575500.0,CA,540 Birdsong St,95020,19854379
0,2.0,4.0,Gilroy,"['Lot: 7,927 sqft', 'Single Family', 'Built in 1947', 'All time views: 7,426', 'Last sold: May 2016 for $555,000', 'Last sale price/sqft: $386', 'Cable Ready', 'Ceiling Fan', 'Double Pane/Storm Windows', 'Fenced Yard', 'Flooring: Carpet, Tile', 'Jetted Tub', 'Parking: Garage - Attached, 240 sqft garage', 'Porch', 'Vaulted Ceiling']",False,37.016002,,-121.57519,Single Family,1438,555000.0,CA,8030 Church St,95020,19855570
0,2.5,3.0,Gilroy,"['Lot: 3,600 sqft', 'Single Family', 'Built in 1997', 'All time views: 1,309', 'Last sold: May 2016 for $550,000', 'Last sale price/sqft: $412', 'Flooring: Laminate', 'Parking: 478 sqft garage']",False,37.030771,,-121.583371,Single Family,1336,550000.0,CA,150 Farrell Ave,95020,19855959
0,2.0,3.0,Gilroy,"['Lot: 5,967 sqft', 'Single Family', 'Built in 1971', 'All time views: 5,436', 'Last sold: May 2016 for $515,000', 'Last sale price/sqft: $460', 'Fireplace', 'Parking: 460 sqft garage']",False,37.027368,,-121.571455,Single Family,1120,515000.0,CA,435 Kennedy Ct,95020,19863615
0,2.0,4.0,Gilroy,"['Baths: 1 full, 1 half', 'Lot: 10,112 sqft', 'Single Family', 'Built in 1932', 'All time views: 279', 'Cooling: Central', 'Heating: Forced air', 'Last sold: May 2016 for $700,000', 'Last sale price/sqft: $338', '400 sqft basement', 'Attic', 'Cable Ready', 'Ceiling Fan', 'Fireplace', 'Flooring: Hardwood, Tile', 'Jetted Tub', 'Parking: Garage - Attached, Off street, 360 sqft garage', 'Partial basement', 'Pool', 'Security System', 'Vaulted Ceiling']",False,37.007104,,-121.577971,Single Family,2072,700000.0,CA,7554 Princevalle St,95020,19857125
0,2.5,3.0,Gilroy,"['Baths: 2 full, 1 half', 'Lot: 3,005 sqft', 'Single Family', 'Built in 2005', 'All time views: 1,753', 'HOA Fee: $188/mo', 'Last sold: May 2016 for $560,000', 'Last sale price/sqft: $374', 'Parking: 459 sqft garage', 'Pool']",False,37.010844,,-121.585,Single Family,1497,560000.0,CA,7870 Dickens Way,95020,69300005
0,3.0,2.0,Hollister,"['Baths: 2 full, 1 half', 'Condo', 'Built in 1978', 'All time views: 469', 'HOA Fee: $300/mo', 'Last sold: Feb 2017 for $3,299,000', 'Last sale price/sqft: $2,356']",False,36.813346,,-121.366085,Condo,1400,3299000.0,CA,105 Villa Pacheco Ct,95023,15053924
0,3.0,4.0,Hollister,"['Baths: 2 full, 1 half', 'Lot: 6,534 sqft', 'Single Family', 'Built in 1997', 'All time views: 6,763', 'Last sold: Feb 2017 for $599,000', 'Last sale price/sqft: $285']",False,36.827771,,-121.378359,Single Family,2105,599000.0,CA,1290 Morningside Cir,95023,15061502
0,3.0,3.0,Hollister,[],False,36.805317,,-121.354152,Single Family,2540,620000.0,CA,335 Linda Dr,95023,15054729
0,2.0,3.0,Hollister,[],False,36.845278,,-121.3869,Single Family,1378,462500.0,CA,941 Versailles Dr,95023,15059682
0,2.0,3.0,Hollister,[],False,36.842772,,-121.37683,Single Family,1887,512000.0,CA,1091 Nez Perce Dr,95023,15062427
0,2.0,3.0,Hollister,"['Lot: 6,098 sqft', 'Single Family', 'Built in 1989', 'All time views: 827', 'Last sold: Feb 2017 for $440,000', 'Last sale price/sqft: $331']",False,36.852518,,-121.394478,Single Family,1329,440000.0,CA,380 Recht St,95023,15057717
0,2.0,3.0,Hollister,"['Lot: 6,534 sqft', 'Single Family', 'Built in 1996', 'All time views: 3,953', '23 shoppers saved this home', 'Last sold: Feb 2017 for $382,200', 'Last sale price/sqft: $290']",False,36.825576,,-121.380493,,1320,382200.0,CA,2360 Valley View Rd,95023,15061578
0,2.0,3.0,Hollister,"['Lot: 7,013 sqft', 'Single Family', 'Built in 1915', 'All time views: 3,066', 'Last sold: Feb 2017 for $398,000', 'Last sale price/sqft: $258']",False,36.842178,,-121.401993,Single Family,1543,398000.0,CA,1205 San Benito St,95023,15059098
0,2.0,3.0,Hollister,"['Lot: 6,098 sqft', 'Single Family', 'Built in 1995', 'All time views: 3,254', 'Last sold: Feb 2017 for $410,000', 'Last sale price/sqft: $327']",False,36.856122,,-121.415603,Single Family,1255,410000.0,CA,64 Karen Ct,95023,15056044
0,2.0,3.0,Hollister,[],False,36.854,,-121.3677,Single Family,1800,565000.0,CA,1641 Lily,95023,2095348476
0,3.0,4.0,Hollister,"['Single Family', 'All time views: 20', 'Last sold: Feb 2017 for $528,000', 'Last sale price/sqft: $233']",False,36.8446,,-121.4178,Single Family,2270,528000.0,CA,1260 Apricot,95023,2095346079
0,4.0,5.0,Hollister,[],False,36.83889,,-121.35975,Single Family,3363,522600.0,CA,1519 Foxtail Ct,95023,2098839665
0,2.5,4.0,Hollister,[],False,36.842098,,-121.37048,Single Family,3200,655000.0,CA,1151 Cypress St,95023,35960141
0,3.0,4.0,Hollister,"['Baths: 2 full, 1 half', 'Lot: 10,236 sqft', 'Single Family', 'Built in 1991', 'All time views: 3,266', 'Last sold: Jan 2017 for $541,000', 'Last sale price/sqft: $270', 'Fireplace', 'Parking: 4 spaces']",False,36.843117,,-121.374411,Single Family,2000,541000.0,CA,1540 Las Brisas Dr,95023,15062467
0,4.0,5.0,Hollister,"['Baths: 3 full, 1 half', 'Lot: 0.51 acres', 'Single Family', 'Built in 1988', 'All time views: 2,290', 'HOA Fee: $50/mo', 'Last sold: Jan 2017 for $710,000', 'Last sale price/sqft: $237']",False,36.821549,,-121.364833,Single Family,3000,710000.0,CA,400 Tierra Del Sol,95023,15054622
0,0,0,Hollister,"['Single Family', 'All time views: 2,061', 'Last sold: Jan 2017 for $440,000', 'Garden']",False,,,,Single Family,0,440000.0,CA,981 Suiter St,95023,15058240
0,3.0,4.0,Hollister,"['Baths: 2 full, 1 half', 'Lot: 5.94 acres', 'Single Family', 'Built in 1985', 'All time views: 895', 'Last sold: Jan 2017 for $825,000', 'Last sale price/sqft: $379', 'Fireplace']",False,36.907157,,-121.362116,Single Family,2177,825000.0,CA,91 Fairview Ct,95023,15052914
